Timestamp,Angka,Warna,Hot_Numbers,Cold_Numbers,Consecutive_Colors,Last_Numbers
2024-12-08 17:40:33,27,Merah,"15,12,28,35,34,10,29,26,2,27,20,16,6,5,11,32,21,36,30,1,3,24,8,18,17,14,22,31,33","9,25",1,"28,11,3,15,15,35,10,29,36,14,28,12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6"
2024-12-08 17:52:20,20,Hitam,"15,12,35,28,34,10,29,27,26,11,2,20,16,6,5,32,21,36,30,1,24,8,3,17,14,31,22,33,18","9,25",1,"11,3,15,15,35,10,29,36,14,28,12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27"
2024-12-08 18:22:38,2,Hitam,"15,12,34,28,35,27,26,20,29,10,36,16,21,2,5,6,32,1,24,8,17,30,3,22,11,18,33,31,14","9,25",1,"3,15,15,35,10,29,36,14,28,12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20"
2024-12-08 18:23:45,9,Merah,"15,12,35,34,28,26,27,20,2,10,29,6,16,21,32,36,5,24,8,17,30,31,22,14,1,11,18,33","9,25",1,"15,15,35,10,29,36,14,28,12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2"
2024-12-08 18:24:53,12,Merah,"12,15,28,34,35,2,10,29,27,20,26,16,6,32,5,36,21,11,30,1,24,17,8,14,31,22,33,18",25,1,"15,35,10,29,36,14,28,12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9"
2024-12-08 18:26:00,8,Hitam,"12,35,28,15,34,2,29,27,20,26,10,16,6,32,5,36,21,11,30,1,24,17,8,14,31,22,33,18",25,1,"35,10,29,36,14,28,12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12"
2024-12-08 18:26:48,18,Merah,"12,28,15,34,10,27,26,35,20,29,2,32,8,16,5,6,21,36,22,18,33,30,31,17,14,11,24,1",25,1,"10,29,36,14,28,12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8"
2024-12-08 18:27:28,17,Hitam,"12,28,15,34,29,27,26,35,20,2,32,8,16,36,5,6,10,21,18,22,30,33,17,31,11,24,14,1",25,1,"29,36,14,28,12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8,18"
2024-12-08 18:27:58,15,Hitam,"12,28,15,34,26,27,35,20,2,36,29,8,17,16,5,6,10,21,18,32,14,22,11,30,33,24,31,1",25,1,"36,14,28,12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8,18,17"
2024-12-08 18:28:46,1,Merah,"12,15,34,28,20,26,27,35,2,32,16,5,29,17,6,8,21,18,10,30,24,1,14,22,11,33,31,36",25,1,"14,28,12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8,18,17,15"
2024-12-08 18:29:19,31,Hitam,"12,15,28,34,2,35,20,27,26,18,21,8,1,32,17,29,5,6,16,10,24,22,30,11,33,31,36",25,1,"28,12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8,18,17,15,1"
2024-12-08 18:30:15,34,Merah,"12,15,34,35,20,26,2,28,27,21,10,18,32,8,29,5,6,31,16,1,17,24,22,30,11,33,36",25,1,"12,26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8,18,17,15,1,31"
2024-12-08 18:31:07,25,Merah,"12,15,34,26,27,20,2,35,28,10,21,18,1,32,29,5,6,8,16,31,17,24,22,30,36,11,33",25,1,"26,36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8,18,17,15,1,31,34"
2024-12-08 18:31:54,12,Merah,"12,15,34,28,27,20,2,35,21,10,18,17,1,32,29,5,6,26,16,31,8,24,36,22,30,11,33",,1,"36,26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8,18,17,15,1,31,34,25"
2024-12-08 18:32:31,11,Hitam,"12,15,34,28,20,27,35,2,8,16,6,5,29,26,32,10,21,18,1,31,17,24,22,30,11,33",,1,"26,12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8,18,17,15,1,31,34,25,12"
2024-12-08 18:33:13,13,Hitam,"12,34,15,28,20,35,2,27,21,10,11,18,32,29,5,8,6,1,16,31,17,24,22,30,26,33",,1,"12,15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8,18,17,15,1,31,34,25,12,11"
2024-12-08 18:33:58,18,Merah,"12,15,34,28,20,27,2,35,21,10,11,18,17,32,1,29,5,6,16,31,8,24,13,22,30,26,33",,1,"15,12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8,18,17,15,1,31,34,25,12,11,13"
2024-12-08 18:34:32,12,Merah,"12,34,15,28,20,27,2,18,35,10,11,21,17,32,1,29,5,6,31,16,8,24,13,22,30,26,33",,1,"12,31,12,34,33,36,18,34,21,10,11,28,34,15,12,2,32,23,29,5,12,34,32,18,29,2,26,6,34,6,22,10,29,16,20,30,35,20,28,30,17,16,8,0,24,24,10,12,26,15,16,27,28,22,21,7,15,2,21,5,8,11,33,27,19,17,14,35,31,28,5,1,27,4,35,13,1,35,20,32,3,15,6,27,20,2,9,12,8,18,17,15,1,31,34,25,12,11,13,18"
2024-12-09 02:43:16,12,Merah,12,"0,2,3,4,5,6,7,8,9,10,14,16,17,19,20,21,22,23,24,26,27,28,29,30,32,33,35,36",1,"15,1,31,34,25,12,11,13,18,12"
2024-12-09 02:46:09,5,Merah,12,"0,2,3,4,5,6,7,8,9,10,14,15,16,17,19,20,21,22,23,24,26,27,28,29,30,32,33,35,36",1,"1,31,34,25,12,11,13,18,12,12"
2024-12-09 02:55:55,26,Hitam,12,"0,1,2,3,4,6,7,8,9,10,14,15,16,17,19,20,21,22,23,24,26,27,28,29,30,32,33,35,36",1,"31,34,25,12,11,13,18,12,12,5"
2024-12-09 02:57:47,14,Merah,12,"0,1,2,3,4,6,7,8,9,10,14,15,16,17,19,20,21,22,23,24,27,28,29,30,31,32,33,35,36",1,"34,25,12,11,13,18,12,12,5,26"
2024-12-09 02:59:32,27,Merah,12,"0,1,2,3,4,6,7,8,9,10,15,16,17,19,20,21,22,23,24,27,28,29,30,31,32,33,34,35,36",1,"25,12,11,13,18,12,12,5,26,14"
2024-12-09 03:00:59,14,Merah,12,"0,1,2,3,4,6,7,8,9,10,15,16,17,19,20,21,22,23,24,25,28,29,30,31,32,33,34,35,36",1,"12,11,13,18,12,12,5,26,14,27"
2024-12-09 03:02:14,26,Hitam,"12,14","0,1,2,3,4,6,7,8,9,10,15,16,17,19,20,21,22,23,24,25,28,29,30,31,32,33,34,35,36",1,"11,13,18,12,12,5,26,14,27,14"
2024-12-09 03:03:33,6,Hitam,"12,26,14","0,1,2,3,4,6,7,8,9,10,11,15,16,17,19,20,21,22,23,24,25,28,29,30,31,32,33,34,35,36",1,"13,18,12,12,5,26,14,27,14,26"
2024-12-09 03:05:28,7,Merah,"12,26,14","0,1,2,3,4,7,8,9,10,11,13,15,16,17,19,20,21,22,23,24,25,28,29,30,31,32,33,34,35,36",1,"18,12,12,5,26,14,27,14,26,6"
2024-12-09 03:06:32,1,Merah,"12,26,14","0,1,2,3,4,8,9,10,11,13,15,16,17,18,19,20,21,22,23,24,25,28,29,30,31,32,33,34,35,36",1,"12,12,5,26,14,27,14,26,6,7"
2024-12-09 03:07:58,30,Merah,"26,14","0,2,3,4,8,9,10,11,13,15,16,17,18,19,20,21,22,23,24,25,28,29,30,31,32,33,34,35,36",1,"12,5,26,14,27,14,26,6,7,1"
2024-12-09 03:09:29,23,Merah,"26,14","0,2,3,4,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,28,29,31,32,33,34,35,36",1,"5,26,14,27,14,26,6,7,1,30"
2024-12-09 03:11:27,25,Merah,"26,14","0,2,3,4,5,8,9,10,11,12,13,15,16,17,18,19,20,21,22,24,25,28,29,31,32,33,34,35,36",1,"26,14,27,14,26,6,7,1,30,23"
2024-12-09 03:12:43,17,Hitam,14,"0,2,3,4,5,8,9,10,11,12,13,15,16,17,18,19,20,21,22,24,28,29,31,32,33,34,35,36",1,"14,27,14,26,6,7,1,30,23,25"
2024-12-09 03:14:06,9,Merah,,"0,2,3,4,5,8,9,10,11,12,13,15,16,18,19,20,21,22,24,28,29,31,32,33,34,35,36",1,"27,14,26,6,7,1,30,23,25,17"
2024-12-09 03:15:53,13,Hitam,,"0,2,3,4,5,8,10,11,12,13,15,16,18,19,20,21,22,24,27,28,29,31,32,33,34,35,36",1,"14,26,6,7,1,30,23,25,17,9"
2024-12-09 03:17:36,15,Hitam,,"0,2,3,4,5,8,10,11,12,14,15,16,18,19,20,21,22,24,27,28,29,31,32,33,34,35,36",1,"26,6,7,1,30,23,25,17,9,13"
2024-12-09 03:19:04,21,Merah,,"0,2,3,4,5,8,10,11,12,14,16,18,19,20,21,22,24,26,27,28,29,31,32,33,34,35,36",1,"6,7,1,30,23,25,17,9,13,15"
2024-12-09 03:20:31,29,Hitam,,"0,2,3,4,5,6,8,10,11,12,14,16,18,19,20,22,24,26,27,28,29,31,32,33,34,35,36",1,"7,1,30,23,25,17,9,13,15,21"
2024-12-09 03:21:56,34,Merah,,"0,2,3,4,5,6,7,8,10,11,12,14,16,18,19,20,22,24,26,27,28,31,32,33,34,35,36",1,"1,30,23,25,17,9,13,15,21,29"
2024-12-09 03:23:14,4,Hitam,,"0,1,2,3,4,5,6,7,8,10,11,12,14,16,18,19,20,22,24,26,27,28,31,32,33,35,36",1,"30,23,25,17,9,13,15,21,29,34"
2024-12-09 03:24:26,18,Merah,,"0,1,2,3,5,6,7,8,10,11,12,14,16,18,19,20,22,24,26,27,28,30,31,32,33,35,36",1,"23,25,17,9,13,15,21,29,34,4"
2024-12-09 03:25:40,3,Merah,,"0,1,2,3,5,6,7,8,10,11,12,14,16,19,20,22,23,24,26,27,28,30,31,32,33,35,36",1,"25,17,9,13,15,21,29,34,4,18"
2024-12-09 03:27:02,5,Merah,,"0,1,2,5,6,7,8,10,11,12,14,16,19,20,22,23,24,25,26,27,28,30,31,32,33,35,36",1,"17,9,13,15,21,29,34,4,18,3"
2024-12-09 03:28:31,3,Merah,,"0,1,2,6,7,8,10,11,12,14,16,17,19,20,22,23,24,25,26,27,28,30,31,32,33,35,36",1,"9,13,15,21,29,34,4,18,3,5"
2024-12-09 03:29:57,36,Merah,3,"0,1,2,6,7,8,9,10,11,12,14,16,17,19,20,22,23,24,25,26,27,28,30,31,32,33,35,36",1,"13,15,21,29,34,4,18,3,5,3"
2024-12-09 03:31:31,10,Hitam,3,"0,1,2,6,7,8,9,10,11,12,13,14,16,17,19,20,22,23,24,25,26,27,28,30,31,32,33,35",1,"15,21,29,34,4,18,3,5,3,36"
2024-12-09 03:33:16,34,Merah,3,"0,1,2,6,7,8,9,11,12,13,14,15,16,17,19,20,22,23,24,25,26,27,28,30,31,32,33,35",1,"21,29,34,4,18,3,5,3,36,10"
2024-12-09 03:34:29,28,Hitam,"34,3","0,1,2,6,7,8,9,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,30,31,32,33,35",1,"29,34,4,18,3,5,3,36,10,34"
2024-12-09 03:35:37,10,Hitam,"34,3","0,1,2,6,7,8,9,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35",1,"34,4,18,3,5,3,36,10,34,28"
2024-12-09 03:36:49,18,Merah,"3,10","0,1,2,6,7,8,9,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35",1,"4,18,3,5,3,36,10,34,28,10"
2024-12-09 03:38:24,3,Merah,"18,3,10","0,1,2,4,6,7,8,9,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35",1,"18,3,5,3,36,10,34,28,10,18"
2024-12-09 03:40:03,21,Merah,"3,10","0,1,2,4,6,7,8,9,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35",1,"3,5,3,36,10,34,28,10,18,3"
2024-12-09 03:41:55,7,Merah,"3,10","0,1,2,4,6,7,8,9,11,12,13,14,15,16,17,19,20,22,23,24,25,26,27,29,30,31,32,33,35",1,"5,3,36,10,34,28,10,18,3,21"
2024-12-09 03:43:16,8,Hitam,"3,10","0,1,2,4,5,6,8,9,11,12,13,14,15,16,17,19,20,22,23,24,25,26,27,29,30,31,32,33,35",1,"3,36,10,34,28,10,18,3,21,7"
2024-12-09 03:44:31,4,Hitam,10,"0,1,2,4,5,6,9,11,12,13,14,15,16,17,19,20,22,23,24,25,26,27,29,30,31,32,33,35",1,"36,10,34,28,10,18,3,21,7,8"
2024-12-09 03:46:10,18,Merah,10,"0,1,2,5,6,9,11,12,13,14,15,16,17,19,20,22,23,24,25,26,27,29,30,31,32,33,35,36",1,"10,34,28,10,18,3,21,7,8,4"
2024-12-09 03:47:21,13,Hitam,18,"0,1,2,5,6,9,11,12,13,14,15,16,17,19,20,22,23,24,25,26,27,29,30,31,32,33,35,36",1,"34,28,10,18,3,21,7,8,4,18"
2024-12-09 03:48:31,22,Hitam,18,"0,1,2,5,6,9,11,12,14,15,16,17,19,20,22,23,24,25,26,27,29,30,31,32,33,34,35,36",1,"28,10,18,3,21,7,8,4,18,13"
2024-12-09 03:49:34,5,Merah,18,"0,1,2,5,6,9,11,12,14,15,16,17,19,20,23,24,25,26,27,28,29,30,31,32,33,34,35,36",1,"10,18,3,21,7,8,4,18,13,22"
2024-12-09 03:50:49,36,Merah,18,"0,1,2,6,9,10,11,12,14,15,16,17,19,20,23,24,25,26,27,28,29,30,31,32,33,34,35,36",1,"18,3,21,7,8,4,18,13,22,5"
2024-12-09 03:52:18,34,Merah,,"0,1,2,6,9,10,11,12,14,15,16,17,19,20,23,24,25,26,27,28,29,30,31,32,33,34,35",1,"3,21,7,8,4,18,13,22,5,36"
2024-12-09 03:53:45,27,Merah,,"0,1,2,3,6,9,10,11,12,14,15,16,17,19,20,23,24,25,26,27,28,29,30,31,32,33,35",1,"21,7,8,4,18,13,22,5,36,34"
2024-12-09 03:55:14,2,Hitam,,"0,1,2,3,6,9,10,11,12,14,15,16,17,19,20,21,23,24,25,26,28,29,30,31,32,33,35",1,"7,8,4,18,13,22,5,36,34,27"
2024-12-09 03:56:37,1,Merah,,"0,1,3,6,7,9,10,11,12,14,15,16,17,19,20,21,23,24,25,26,28,29,30,31,32,33,35",1,"8,4,18,13,22,5,36,34,27,2"
2024-12-09 03:58:52,36,Merah,,"0,3,6,7,8,9,10,11,12,14,15,16,17,19,20,21,23,24,25,26,28,29,30,31,32,33,35",1,"4,18,13,22,5,36,34,27,2,1"
2024-12-09 04:00:24,5,Merah,36,"0,3,4,6,7,8,9,10,11,12,14,15,16,17,19,20,21,23,24,25,26,28,29,30,31,32,33,35",1,"18,13,22,5,36,34,27,2,1,36"
2024-12-09 04:01:52,14,Merah,"5,36","0,3,4,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,23,24,25,26,28,29,30,31,32,33,35",1,"13,22,5,36,34,27,2,1,36,5"
2024-12-09 04:03:51,33,Hitam,"5,36","0,3,4,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,23,24,25,26,28,29,30,31,32,33,35",1,"22,5,36,34,27,2,1,36,5,14"
2024-12-09 04:05:41,2,Hitam,"5,36","0,3,4,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,35",1,"5,36,34,27,2,1,36,5,14,33"
2024-12-09 04:07:24,27,Merah,"36,2","0,3,4,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,35",1,"36,34,27,2,1,36,5,14,33,2"
2024-12-09 04:09:06,22,Hitam,"27,2","0,3,4,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,35",1,"34,27,2,1,36,5,14,33,2,27"
2024-12-09 04:10:27,6,Hitam,"27,2","0,3,4,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,23,24,25,26,28,29,30,31,32,34,35",1,"27,2,1,36,5,14,33,2,27,22"
2024-12-09 04:12:41,11,Hitam,2,"0,3,4,7,8,9,10,11,12,13,15,16,17,18,19,20,21,23,24,25,26,28,29,30,31,32,34,35",1,"2,1,36,5,14,33,2,27,22,6"
2024-12-09 04:14:47,33,Hitam,,"0,3,4,7,8,9,10,12,13,15,16,17,18,19,20,21,23,24,25,26,28,29,30,31,32,34,35",1,"1,36,5,14,33,2,27,22,6,11"
2024-12-09 04:18:09,16,Merah,33,"0,1,3,4,7,8,9,10,12,13,15,16,17,18,19,20,21,23,24,25,26,28,29,30,31,32,34,35",1,"36,5,14,33,2,27,22,6,11,33"
2024-12-11 11:24:20,17,Hitam,33,"0,1,3,4,7,8,9,10,12,13,15,17,18,19,20,21,23,24,25,26,28,29,30,31,32,34,35,36",1,"5,14,33,2,27,22,6,11,33,16"
2024-12-11 11:26:56,9,Merah,33,"0,1,3,4,5,7,8,9,10,12,13,15,18,19,20,21,23,24,25,26,28,29,30,31,32,34,35,36",1,"14,33,2,27,22,6,11,33,16,17"
